Product,Original French name,eenheid,pagina RG,Import 1788,Export 1788,Transit 1788,Brussel Invoer,Brussel Uitvoer,Brussel Transit,Tienen Invoer,Tienen Uitvoer,Tienen Transit,Turnhout Invoer,Turnhout Uitvoer,Turnhout Transit,Antwerpen Invoer,Antwerpen Uitvoer,Antwerpen Transit,St.-Phillipe Invoer,St.-Phillipe Uitvoer,St.-Phillipe Transit,Sint-Niklaas Import,Sint-Niklaas Export,Sint-Niklaas Transit,Gent Invoer,Gent Uitvoer,Gent Transit,Brugge Invoer,Brugge Uitvoer,Brugge Transit,Oostende Invoer,Oostende Uitvoer,Oostende Transit,Nieuwpoort Invoer,Nieuwpoort Uitvoer,Nieuwpoort Transit,Ieper Invoer,Ieper Uitvoer,Ieper Transit,Kortrijk Invoer,Kortrijk Uitvoer,Kortrijk Transit,Doornik Invoer,Doornik Uitvoer,Doornik Transit,Bergen Invoer,Bergen Uitvoer,Bergen Transit,Chimay Invoer,Chimay Uitvoer,Chimay Transit,Charleroi Invoer,Charleroi Uitvoer,Charleroi Transit,Namen Invoer,Namen Uitvoer,Namen Transit,Marche Invoer,Marche Uitvoer,Marche Transit,Luxemburg Invoer,Luxemeburg Uitvoer,Luxemburg Transit,St.Vith Invoer,St. Vith Uitvoer,St.Vith Transit,Herve Invoer,Herve Uitvoer,Herve Transit
honing (witte),miel blanc,pond,63,"25610,5",9334,328,"12,5",0,0,5620,0,0,0,0,0,0,0,0,3242,0,0,0,60,0,3095,0,0,30,0,0,78,1708,0,0,0,0,0,88,0,2296,0,0,7053,0,0,2371,0,0,0,0,0,40,0,0,531,1000,278,0,1245,0,422,0,0,720,5233,50,100,0,0
honing (bruine),miel brun,pond,63,334120,31508,7790,86727,0,6705,1300,0,0,5100,0,0,962,0,0,10729,0,0,8375,0,0,76639,475,0,116087,0,0,1700,0,0,0,0,0,4895,0,0,8920,0,0,1550,100,0,5673,0,0,215,0,385,224,58,0,280,135,0,0,20015,0,2584,4063,0,313,2812,0,1847,3850,700
honing (brouche),miel brouche,ton,63,23,"17,5","8,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,33",0,0,0,10,0,"4,67","7,5","8,5",0,0,0
bijen,mouches à miel,korven,63,970,1948,736,0,0,0,42,22,0,0,8,0,0,0,0,0,556,0,6,6,0,0,0,0,5,0,0,0,7,0,0,0,0,0,22,0,0,16,0,0,13,0,0,0,0,11,0,0,7,7,0,3,5,0,158,683,21,127,267,0,493,108,33,118,228,682
honingraten,rayons de mouches à miel,pond,63,112,4306,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,0,0,2300,0,0,580,0
koffiemolens,moulins à caffé,aantal,63,4328,77,147,59,56,55,3031,2,70,141,0,0,1,0,0,36,0,0,2,0,0,5,0,0,65,1,0,11,0,0,5,0,0,0,1,0,3,0,0,0,5,0,1,1,0,0,0,1,1,0,0,545,6,17,108,0,4,205,1,0,86,2,0,26,2,0
koffiemolens,moulins à caffé,gulden,63,4942,30,154,70,0,0,3522,5,134,0,0,0,6,0,0,174,0,0,2,0,0,36,0,0,71,3,0,87,0,0,39,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,0,1,2,0,0,568,8,15,118,0,4,162,1,0,65,3,0,19,3,0
mosterd,moutarde,gulden,63,265,,139,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,27,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,12,0,0,39,0,0,0,0,0,0
"matten (rieten, breed)",nattes de joncs et de paille larges,'rolles',64,217,8,,0,2,0,0,0,0,26,0,0,0,0,0,111,0,0,4,0,0,65,4,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"matten (rieten, smal)",nattes de joncs et paille étroites,'rolles',64,83,6,,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
matten (ronde voet-),nattes de jonc rondes pour les pieds,aantal,64,,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matten (gewone voor verpakking),nattes communes à pacqueter,gulden,64,782,382,,0,41,0,0,0,0,0,0,0,109,0,0,303,0,0,0,0,0,12,0,0,4,341,0,329,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleding en klein huislinnen,nippes de toute espèce,gulden,64,77062,33363,97324,29791,18183,61816,2339,728,1275,1500,1990,0,1557,3863,6962,0,0,0,12,298,0,509,3438,0,18,1949,0,6386,60,1700,227,30,0,2155,176,1000,2479,383,933,4934,26,0,8481,58,13962,10,0,2981,26,493,116,465,979,131,1344,196,138,8479,106,1487,2477,214,2027,3873,193,2796
"hoeden (stro, gewone)",chapeaux communs de pailles,aantal,64,7956,2069,13,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,12,13,1571,108,0,1218,0,0,3632,1816,0,0,61,0
"hoeden (stro, gewone)",chapeaux communs de pailles,gulden,64,18970,563,401,0,0,0,14871,0,0,211,0,0,1573,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,185,9,7,348,25,2,395,0,0,807,355,0,539,24,0
kappen van hoeden,coeffes de chapeaux,gros,64,"50,67","12,33",,0,0,0,"9,5",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"4,33",0,0,0,0,"6,67",0,0,0,0,0,"14,33",0,0,"0,67",0,0,0,0,0,0,0,0,"17,5",0,0
geraamten,carcasses,gros,64,,"0,5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geraamten,carcasses,gulden,64,246,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,45,0,0,175,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
kokosnoten,noix de cocos,gulden,65,418,,,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eieren,œufs,aantal,65,82382,112210,44089,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,56200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,34925,5000,102375,7456,2653,60,1708,0,0,0,16729,7900,0
papegaaien,peroquets,aantal,65,22,1,,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,4,0,0,3,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
papegaaien,peroquets,gulden,65,702,18,,0,0,0,0,0,0,0,0,0,96,0,0,177,0,0,0,0,0,94,0,0,63,0,0,43,18,0,216,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kanaries,canaris ou serins,aantal,65,843,630,56,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,60,0,0,174,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,100,0,0,0,0,6,0,0,3,80,0,33,0,56,0,50,0,2,0,0,783,166,0
kanaries,canaris ou serins,gulden,65,451,329,14,0,20,0,166,0,0,0,0,0,0,0,0,11,0,0,0,16,0,114,75,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,10,0,7,0,14,0,5,0,1,0,0,147,143,0
oren en stukken huid voor sterke (engelse) lijm,oreilles et oreillons à faire colle,pond,65,11667,750,8528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,150,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2700,0,0,1459,0,1328,4058,750,7200
orego,orego,pond,65,45,,,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerksieraden,ornemens d'eglise,gulden,65,757,843,,0,0,0,78,0,0,0,334,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,185,8,0,484,53,0,0,0,0,0,0,0
gereedschappen voor ambachtslui,outils et ustencils pour différens metiers,gulden,66,1830,596,117,142,109,0,0,0,0,10,0,0,75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,92,0,165,0,0,2,3,0,79,0,30,26,0,0,93,0,7,6,0,0,17,0,4,29,0,0,467,159,36,572,173,0,29,0,40,98,0,0
koetsen (karos),carosses,aantal,66,7,,2,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
koetsen (karos),carosses,gulden,66,1905,,2130,0,0,1440,0,0,0,0,0,0,200,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,405,0,0,0,0,0,0
draagstoelen (& cabriolets),chaises et cabriolets,aantal,66,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draagstoelen (& cabriolets),chaises et cabriolets,gulden,66,175,262,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0
zadelmakerswerk,ouvrages de selliers de toutes sortes,gulden,66,8206,13149,190,3170,11558,184,302,0,0,54,113,0,124,0,0,557,0,0,3,536,0,82,338,0,46,2,0,1265,0,0,100,20,0,79,0,0,270,0,0,1034,211,0,163,0,0,0,0,0,1,21,0,208,99,1,149,0,0,53,44,0,535,183,5,11,24,0
porselein,ouvrages de porcelaine,gulden,66,71702,8931,11277,2365,6361,6750,1474,162,0,711,3,0,2012,1372,4200,42714,20,0,1901,6,0,5268,8,0,4454,24,0,7032,6,180,394,65,0,259,176,0,1126,0,0,314,9,0,1447,10,0,0,0,0,0,7,0,40,610,0,10,0,25,22,0,0,55,0,112,104,92,10
faïence,ouvrages de fayence,gulden,66,3531,7813,788,1324,1735,0,0,2,0,27,0,0,0,4644,0,78,0,0,0,0,0,228,15,0,0,222,0,50,0,0,0,0,0,150,36,0,0,0,0,0,3,0,0,0,0,0,0,8,10,102,0,5,12,408,539,50,18,367,458,133,214,522,49,539,12,172
faïence,ouvrages de fayence,pond,66,6992,12296,182980,288,1220,172743,139,151,0,82,21,0,345,0,4917,543,10,0,0,0,0,58,100,0,443,0,0,3727,20,733,237,0,0,258,0,1600,261,0,0,94,20,200,"177,75",274,0,130,0,2000,2,2610,100,"87,25",7845,8,0,25,0,0,0,520,0,0,144,120,0,15
faïence (vloertegels),carreaux de fayence,aantal,66,500,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plaasteren beeldjes,ouvrages de plâtre en figures,gulden,67,478,153,297,100,0,0,1,45,0,0,50,0,0,0,0,37,0,0,0,0,0,11,0,0,0,8,0,0,12,0,0,0,0,7,0,0,74,8,56,223,4,0,0,0,0,0,0,0,0,0,0,16,26,67,5,0,0,0,0,0,0,0,0,4,0,174
aardewerk,ouvrages de terre et de pierre en potteries,pond,67,"475130,75",404263,139218,2000,0,65,692,1600,0,4080,19200,0,70,0,0,0,0,0,0,0,0,50,0,0,947,0,0,111,0,0,"25,25",0,0,108,7010,4472,40,0,0,10,300,0,299927,4800,0,1865,17200,125,161488,65,37555,143,2305,0,"522,5",2408,68,2587,346025,96286,335,1950,647,130,1400,0
aardewerk,ouvrages de terre et de pierre en potteries,gulden,67,4463,9036,1527,0,118,0,7,147,0,94,514,0,23,426,0,1179,0,0,37,1294,0,157,964,0,308,851,0,56,0,0,71,24,0,1,633,0,0,0,0,15,24,0,15,0,0,0,138,18,232,0,430,0,3102,0,61,0,24,66,12,0,7,0,102,2134,789,953
aarden potten,pots de pierres,'comptes',67,,1200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
tabakspijpen,pipes à tabac,gros,67,"5108,32","1889,5","1354,17",69,0,"6,25","0,11","2,08",0,9,0,0,"10,13",0,0,"1199,83",0,0,"72,5",0,0,"46,75",37,0,"15,25","5,5",0,"47,17",0,0,15,0,0,0,0,0,"26,25",0,0,"38,5",106,0,"47,42",0,0,0,0,20,0,"1,83",0,0,392,0,"16,58","13,83",24,710,"306,25","939,83","42,42",0,"364,08","2742,42",1025,0
bakstenen e.a. gelijkaardige,briques et briquettes,aantal,67,7375050,3262023,1962850,0,0,0,4200,39250,0,550,127403,0,300,323200,0,518150,500,0,17100,1123250,0,66350,116050,0,18450,30500,0,1900,1187000,0,133400,75000,0,5307700,38050,1938900,1216700,39300,0,41700,4000,0,1800,8800,0,2600,13900,0,9200,72600,3500,25250,8400,11850,7350,3020,8600,1400,0,0,550,0,0,400,51800,0
dakpannen (gebogen),tuilles courbées,aantal,67,3143409,322801,4585,0,3925,0,21800,0,0,0,860,0,900,0,0,2821585,0,0,10425,1970,0,186488,0,0,50232,0,0,32000,6516,0,0,158400,0,1362,0,4000,0,22650,0,5700,100995,0,0,6180,0,0,6450,0,9661,2225,530,1206,1355,0,0,0,55,1900,11175,0,0,0,0,150,100,0
dakpannen (rechte),tuilles plattes,aantal,67,6297,1600,400,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,0,400,0,0,0,2000,1600,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aarden vloertegels,carreaux de terre à paver,aantal,68,256112,270276,44066,0,24600,0,0,5875,0,0,28310,0,600,0,0,45513,0,0,2000,14564,0,1475,2400,0,730,2000,0,30000,19100,0,9600,9350,0,8525,2400,6700,5050,8625,0,15145,21625,0,12050,17275,0,2600,98650,300,121818,9500,34426,976,5972,2640,0,0,0,0,0,0,0,0,0,30,30,0
teenwilg van 12 tot 14 palmen,oziers de 12 à 14 paumes,bos,68,5071,1410,141,0,0,0,1156,0,0,238,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,60,0,0,2293,0,120,2,0,0,804,0,0,0,0,0,0,0,0,0,0,0,234,65,21,0,0,0,179,223,0,32,56,0,72,0,0
teenwilg van 10 tot 11 palmen,oziers de 10 à 11 paumes,bos,68,5906,2936,215,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,2745,0,0,0,0,0,0,0,0,16,0,75,0,0,5464,0,0,139,0,0,0,114,0,0,45,0,1,16,0,96,0,0,10,0,0,0,0,0,0,0,0,0,0,0,97,0,215
teenwilg onder de 10 palmen,oziers en dessous de 10 paumes,bos,68,312,443,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,56,0,0,144,0,250,1,0,0,0,0,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stro,paille,kar,68,"1119,79","156,58","336,75",0,0,0,"29,75",0,"0,75","84,13",0,0,0,0,0,"9,5",0,0,58,1,0,"47,5",0,0,"69,75",1,0,0,0,0,3,0,0,17,0,7,"3,5",0,0,"14,5",0,0,"3,5",0,0,"103,5",0,"3,5","147,5",0,"109,75","72,5",25,"128,75","53,5","7,33",33,"361,67",0,7,"10,5",1,"42,5","30,5","121,25","4,5"
peperkoek,pains d'epice,pond,68,"29966,25",56310,"13362,5",0,465,0,256,1454,0,1087,405,0,382,1061,0,162,686,0,205,3646,0,320,540,0,39,23248,0,365,2788,0,90,0,0,210,9027,0,281,40,0,701,125,0,322,6739,0,4,42,10,22,5057,76,7827,507,917,"2086,5",75,117,"315,5",0,15,"557,75",248,"17,5","14733,5",157,12210
raapzaadkoeken,pains de navette,aantal,68,6284905,200281,232645,1000,7510,0,18420,94371,0,20972,2775,0,5559,0,0,2390125,0,0,0,20055,0,0,163,0,146800,0,0,100,200,0,46000,0,0,3640625,3000,228500,7400,4100,0,5500,4120,0,0,50404,0,0,8790,0,200,816,0,1356,760,80,0,240,0,0,595,2010,0,0,1400,848,2382,655
raapzaadkoeken (vermalen),pains de navette en poudre,pond,68,450,26446,,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,75,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25950,0,0,0,0,0,0,0
papier (wit schrijf-),papier blanc à écrire,riem,69,"12359,29","3318,45",3110,"59,4","232,35","46,5","28,38",1,0,"16,75",0,0,"238,75","23,5",30,"2758,5",0,0,0,"1,15",0,"132,17","34,5",0,"138,75",11,1,86,163,0,0,3,0,1,"278,2",0,8,2,0,"35,5","46,25",0,1,"164,5",0,0,1,"64,5","812,5",169,1,6946,"930,5",1073,"174,25",3,2,"273,08",21,1823,"66,25",1,65,"582,85","1232,5",4
papier (voor bedrukking en kaarten),papier à imprimer et à faire cartes,riem,69,1,212,,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"papier (gemarmerd, bebloemd en verguld)","papier marbré, fleuragés et doré",riem,69,"41,08",,,0,0,0,2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"papier (blauw, kaft-)",papier blue à couvrir,riem,69,"1417,5",16,,168,16,0,0,0,0,0,0,0,0,0,0,"419,5",0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
papier (behang-),papier à meubler,riem,69,"112,5",2,1,0,0,0,0,0,0,"100,5",0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,5",0,1
papier (behang-),papier à meubler,gulden,69,3431,17895,5318,1031,11764,1990,20,76,0,0,376,0,285,955,0,0,0,0,0,40,0,0,919,0,0,2033,0,106,50,0,7,0,0,172,136,0,1306,0,0,187,0,0,95,358,410,0,0,36,0,43,0,30,1141,0,35,0,2882,117,0,0,16,4,0,24,0,0
"papier (grauw, inpak-)",papier gris à paqueter,riem,69,"2172,25",1248,"120,5","462,5",270,0,29,0,0,"45,25",0,0,13,0,0,753,0,0,75,0,0,372,12,0,156,3,0,4,93,0,25,0,0,"5,5",0,0,18,0,0,"88,5",0,0,"3,5",0,0,0,0,"5,5",0,35,0,0,382,0,4,0,0,0,0,0,6,0,115,112,453,0
"papier (dik, karton)",gros papier dit carton,pond,69,12200,2729,4882,0,400,0,15,0,0,10,0,0,0,0,0,7779,0,0,250,0,0,210,0,0,2136,26,0,900,0,0,0,0,0,2,0,0,343,0,0,110,80,0,0,25,0,0,0,0,0,0,0,34,0,0,0,0,0,50,600,25,28,628,4857,333,970,0
perkament (nieuw),parchemin neuf,gros,70,"111,5","1,96","3,5",0,0,0,0,0,0,0,0,0,"42,67",0,0,3,0,0,1,"0,75",0,0,0,0,0,"0,33",0,0,"0,17",0,0,0,0,"2,75","0,04",0,30,"0,67",0,27,0,"3,5","4,67",0,0,0,0,0,0,0,0,"0,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0
perkament (oud),parchemin vieux,pond,70,100,617,420,0,128,0,96,0,0,4,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"passement (goud en zilver,  gebruineerd)",galons brulés,ons,70,1721,,,0,0,0,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"passement (goud en zilver, fijn)",passemens galons d'or et d'argent fin,pond,70,"172,5","36,25","7,75",0,15,0,"7,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,25",0,0,0,0,0,0,0,"13,31",0,0,74,0,"7,75",9,0,0,"64,75",18,0,0,0,0,0,0,0,0,0,0,"1,69",0,0,"0,75",0,0,0,0,0,"1,5",0,0
"passement (goud en zilver, vals)",passemens galons d'or et d'argent faux,pond,70,"420,63",34,70,5,0,28,"1,5",0,0,"42,5",0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,6,0,0,0,0,0,0,0,"12,75",0,0,"5,5",0,0,3,0,0,"25,25",0,0,0,0,0,0,0,0,18,1,0,0,0,0,"266,5",0,0,6,0,42,"7,63",0,0
passement (zijde),passemens rubans de soye,pond,70,"5732,5","431,5","12408,38","3534,75","69,75","3294,5","169,75","12,75",0,260,0,0,"49,25",209,0,0,0,0,0,1,0,"0,25","0,25",0,"0,63","64,75",0,"6,25",4,"0,25",0,"1,25",0,"46,06","8,5","1,5","13,75",0,308,172,42,0,"159,75","11,5",93,0,0,"5466,63",0,0,0,"12,88","1,5","0,13","19,5",4,0,"952,75","1,25","43,13","111,5",0,"3201,25","223,44",0,0
passement (filosel),passemens rubans de filoselle,pond,70,"12954,13","3038,75",195,"1249,5",1720,0,"6428,5",18,0,3274,0,0,11,"81,5",0,0,0,0,0,0,0,0,0,0,"0,25","57,5",0,0,3,0,0,0,0,"85,75",6,0,"219,75",0,0,"63,5",1132,0,"1,25",14,0,0,0,100,0,0,0,"12,5","2,75","1,75",36,"3,5",0,"938,13","0,5","1,5","219,25",0,91,"414,75",0,"0,75"
passement (garen),passemens rubans de fil,pond,70,"11723,5","11216,5","1225939,25",168,"4934,5",2138,845,81,0,4221,285,0,1028,3521,0,"242,5",0,0,0,"120,5",0,"93,5",106,0,1,512,0,0,202,0,"17,5",150,0,71,363,109,107,246,0,37,5,0,"18,88",23,3,5,0,1031,10,116,18,"133,25","262,5","0,75","327,75",38,"12,5","3223,88",181,2,"817,75",0,1222625,"355,5",70,0
passement (garen en wol),passemens de fil et laine,pond,71,"4141,5",,"1,75",0,0,0,984,0,0,0,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,"343,5",0,0,"253,75",0,0,0,0,0,2,0,0,0,0,0,"6,25",0,"1,75",0,0,0,"82,5",0,0,"781,5",0,0,0,0,0
passement (wol),passemens de laine,pond,71,"11362,75","789,5",1248,1798,150,373,2046,2,0,"3125,5",0,0,263,542,0,72,0,0,0,0,0,4,0,0,1576,"13,5",0,"1108,5",3,0,"0,5",0,0,19,0,0,"107,75",0,9,570,0,0,78,6,0,0,0,2,0,3,20,66,"36,5","7,5","33,25","17,5",6,"168,75",16,"2,5","1,75",0,828,"324,75",0,0
passement (geitewol),passemens de poil de chèvres,pond,71,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passement (gemengd),passemens mellés  ,gulden,71,417,196,71,0,0,0,0,0,0,230,9,0,0,45,0,15,0,0,0,0,0,0,9,0,0,0,0,0,104,0,3,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,11,29,2,9,0,0,78,0,0,2,0,69,0,0,0
gebak,patisseries de toute espèce,gulden,71,562,40,,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,96,0,0,276,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,9,0,4,0,0,39,19,0,59,0,0
"huiden (kalveren, behaard)",peaux de veaux à poil,aantal,71,15342,914,9912,297,65,1557,0,626,0,0,112,0,0,0,0,0,0,0,91,37,0,1783,6,0,68,7,0,332,0,0,1368,0,0,0,0,152,0,0,0,0,0,0,23,0,0,52,0,3205,7,0,2700,753,0,2,842,12,24,8653,49,1413,732,0,859,341,0,0
"huiden (schapen en ooien, met wol)",peaux de moutons et brebis à poil,aantal,71,11892,3764,4884,0,0,0,0,62,0,0,0,0,0,2988,0,0,0,0,723,0,0,570,0,0,7395,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,3,0,2651,17,3,45,1077,0,45,50,257,41,725,288,1837,15,38,261,239,128,4
"huiden (lammeren, met wol)",peaux d'agneaux à poil,aantal,71,6260,802,1597,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1388,0,0,3008,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,1446,0,0,0,0,12,1,87,0,3,709,704,1,0,165,0,6,0
